d1m5ns_	d1ukla_	0.948	485	25	0	1	485	1	485	1.392E-319	967
d1ukla_	d1m5ns_	0.949	485	25	0	1	485	1	485	1.537E-312	968
d5gz2a_	d4g36b_	0.975	435	11	0	2	436	1	435	1.126E-295	895
d4g36b_	d5gz2a_	0.973	435	12	0	1	435	2	436	6.497E-293	894
d3v6pa_	d3v6ta_	0.953	373	17	0	1	373	73	445	4.727E-246	749
d3v6ta_	d3v6pa_	0.952	373	18	0	73	445	1	373	1.425E-243	748
d1io1a_	d1ucua_	0.889	395	44	0	1	395	56	450	3.906E-240	733
d1ucua_	d1io1a_	0.889	395	44	0	56	450	1	395	4.765E-238	732
d1w9cb_	d3gb8a_	0.962	321	12	0	1	321	655	975	1.923E-213	651
d1siga1	d4jk1x3	0.911	333	30	0	1	333	109	441	1.377E-207	635
d2ondb_	d2ooea1	0.969	308	10	0	1	308	222	529	2.573E-206	630
d4jk1x3	d1siga1	0.912	333	29	0	109	441	1	333	7.931E-206	636
d3lq6b_	d6s6lb_	0.975	304	8	0	1	304	212	515	4.049E-205	627
d2ooea1	d2ondb_	0.968	308	10	0	222	529	1	308	6.940E-202	630
d3gb8a_	d1w9cb_	0.963	321	12	0	655	975	1	321	1.031E-201	652
d6s6lb_	d3lq6b_	0.977	304	7	0	212	515	1	304	1.839E-201	628
d1pjra2	g1qhh.1	0.838	333	50	0	1	333	317	626	1.309E-187	578
g1qhh.1	d1pjra2	0.837	333	50	0	317	626	1	333	6.620E-182	577
d1ofha_	d1im2a_	0.624	443	116	0	1	309	1	443	1.225E-175	542
d1qaja_	d4mh8a_	0.992	255	2	0	5	259	1	255	9.785E-175	536
d1im2a_	d1ofha_	0.623	443	116	0	1	443	1	309	6.540E-173	541
d4mh8a_	d1qaja_	0.994	255	2	0	1	255	5	259	3.707E-171	537
d4or9a_	d6tz6a_	0.708	359	105	0	10	368	3	361	4.040E-162	512
d6tz6a_	d4or9a_	0.699	359	108	0	3	361	10	368	1.267E-161	504
d1p89a_	d1epsa_	0.947	216	11	0	1	216	25	240	2.500E-139	432
d6p4lb_	d6s6lb_	0.973	205	6	0	1	205	1	205	2.098E-136	422
d1fs2c2	d1fqva2	0.923	218	17	0	1	218	39	256	2.833E-136	423
d1epsa_	d1p89a_	0.950	216	11	0	25	240	1	216	7.938E-136	433
d1fqva2	d1fs2c2	0.923	218	17	0	39	256	1	218	4.760E-135	423
d1hara_	d5c24a1	0.912	216	19	0	1	216	3	214	3.643E-133	414
d6s6lb_	d6p4lb_	0.975	205	5	0	1	205	1	205	6.513E-131	423
d5c24a1	d1hara_	0.912	216	19	0	3	214	1	216	2.953E-129	414
d4d3ed_	d5vxja_	0.948	197	10	0	1	197	87	283	1.763E-126	394
d5aofa1	d1s3rb1	0.583	358	148	0	2	357	5	362	3.546E-125	404
d5vxja_	d4d3ed_	0.943	197	11	0	87	283	1	197	2.779E-124	392
d3nkeb_	d4p6if_	0.958	190	8	0	1	190	89	278	1.064E-123	385
d1s3rb1	d5aofa1	0.570	358	153	0	5	362	2	357	4.338E-123	393
d4p6if_	d3nkeb_	0.956	190	8	0	89	278	1	190	1.264E-121	384
d1ajoa_	d1ajka_	1.000	169	0	0	1	169	46	214	1.500E-119	374
d1ajka_	d1ajoa_	1.000	169	0	0	46	214	1	169	3.093E-119	374
d1z1gd2	d1z1bb2	0.960	179	7	0	1	179	104	282	1.579E-116	364
d1z1bb2	d1z1gd2	0.956	179	8	0	104	282	1	179	6.552E-114	362
d1pcxa2	d1m2vb2	0.942	178	10	0	1	178	73	250	4.012E-113	354
d1m2vb2	d1pcxa2	0.941	178	10	0	73	250	1	178	1.542E-111	353
d1gxjb_	d1gxla_	0.931	162	11	0	1	162	22	183	4.041E-101	318
d1gxla_	d1gxjb_	0.931	162	11	0	22	183	1	162	3.032E-100	318
d1xpha_	d1sl6f_	1.000	138	0	0	1	138	42	179	1.519E-99	312
d5qyfb2	d4i43a2	0.993	147	1	0	2	148	7	153	1.139E-98	310
d1sl6f_	d1xpha_	1.000	138	0	0	42	179	1	138	1.931E-98	312
d4i43a2	d5qyfb2	0.988	147	2	0	7	153	2	148	3.076E-97	309
d1r4ka_	d4krfa1	0.844	168	26	0	1	168	204	371	4.781E-93	295
d1js9a_	d1js9c_	0.910	149	13	0	1	149	41	189	5.185E-90	286
d1js9c_	d1js9a_	0.911	149	13	0	41	189	1	149	2.468E-89	286
d4krfa1	d1r4ka_	0.844	168	26	0	204	371	1	168	6.580E-89	295
d1jqlb_	d1xxhf2	0.944	140	8	0	1	140	1	140	3.837E-88	280
d1xxhf2	d1jqlb_	0.943	140	8	0	1	140	1	140	1.425E-86	279
d3bwrb_	d1side_	0.534	273	118	0	1	255	29	301	6.464E-85	277
d6uqee1	d1qvrc2	0.583	243	100	0	1	243	5	246	3.944E-84	275
d1side_	d3bwrb_	0.534	273	118	0	29	301	1	255	5.758E-83	277
d1si2a1	d4krfa1	0.984	125	2	0	1	125	209	333	2.759E-82	262
d1y8na2	d1y8oa3	0.982	125	2	0	1	125	4	128	5.189E-82	261
d6uvgj_	d1bxla1	0.676	192	44	0	1	136	4	195	1.210E-81	261
d2p65a_	d1qvrc2	0.706	184	53	0	2	185	4	185	1.807E-81	263
d4kbqb_	d2c2lc1	0.965	126	4	0	1	126	1	126	4.970E-81	258
d1qvrc2	d6uqee1	0.574	243	103	0	5	246	1	243	2.435E-80	270
d5ganj_	d5o9zg_	0.274	727	496	0	1	727	231	914	3.539E-80	283
d1bxla1	d6uvgj_	0.675	192	44	0	4	195	1	136	4.834E-80	260
d1y8oa3	d1y8na2	0.982	125	2	0	4	128	1	125	5.929E-80	261
d1kzja_	d2oipa2	0.498	283	131	0	3	264	59	341	7.802E-80	263
d6byqa1	d1h3fb1	0.515	273	130	0	8	280	7	276	1.387E-79	265
d2c2lc1	d4kbqb_	0.964	126	5	0	1	126	1	126	2.243E-79	258
d1h3fb1	d6byqa1	0.512	273	131	0	7	276	8	280	1.136E-78	263
d1qvrc2	d2p65a_	0.707	184	53	0	4	185	2	185	4.894E-78	263
d2oipa2	d1kzja_	0.495	283	132	0	59	341	3	264	5.861E-78	261
d4krfa1	d1si2a1	0.986	125	2	0	209	333	1	125	1.600E-77	262
d7jzja1	d4ldma_	0.958	120	5	0	27	146	1	120	1.485E-75	244
d5o9zg_	d5ganj_	0.269	727	499	0	231	914	1	727	1.577E-75	273
d4ldma_	d7jzja1	0.947	120	6	0	1	120	27	146	4.037E-75	241
d2qeqb2	d2v8oa2	0.870	132	17	0	4	135	167	298	1.195E-74	241
d1ajka_	d1gbga_	0.900	129	13	0	1	129	84	212	1.788E-74	244
d1gbga_	d1ajka_	0.900	129	13	0	84	212	1	129	1.788E-74	244
d1onba_	d1cu1a3	0.752	155	34	0	1	138	2	156	4.649E-74	239
d2a5gb_	g1tii.1	0.672	179	58	0	6	184	4	182	6.736E-74	241
d1q2za_	d1rw2a1	0.928	120	9	0	1	120	31	150	3.364E-73	235
d1epwa3	d2fpqa1	0.369	410	257	0	4	412	5	414	8.730E-73	254
d1orsc1	d2a0la1	0.890	125	14	0	5	129	1	125	1.836E-72	234
d1rw2a1	d1q2za_	0.926	120	9	0	31	150	1	120	2.016E-72	235
g1tii.1	d2a5gb_	0.666	179	59	0	4	182	6	184	2.261E-72	239
d5h1da_	d1doab_	0.829	135	23	0	1	135	64	198	4.599E-72	233
d1doab_	d5h1da_	0.840	135	21	0	64	198	1	135	5.275E-72	237
d2v8oa2	d2qeqb2	0.872	132	17	0	167	298	4	135	7.082E-72	241
d2fpqa1	d1epwa3	0.362	410	260	0	5	414	4	412	8.239E-72	247
d2a0la1	d1orsc1	0.891	125	14	0	1	125	5	129	6.430E-71	234
d3ptrb_	d2yu1a_	0.466	283	143	0	26	294	19	301	8.876E-71	241
d1colb_	d1a87a_	0.609	194	75	0	2	195	100	292	1.480E-70	232
d1cu1a3	d1onba_	0.748	155	35	0	2	156	1	138	2.213E-70	237
d1si2a1	d1r4ka_	0.868	125	16	0	1	125	6	130	2.375E-70	228
d1r4ka_	d1si2a1	0.875	125	16	0	6	130	1	125	3.665E-70	229
d4b0ed_	d4b0ma_	0.997	105	0	0	1	105	18	122	2.119E-69	224
d1uaaa1	g1qhh.1	0.433	303	170	0	2	304	12	312	2.709E-69	234
d4hgmb3	d7jwna3	0.999	104	0	0	1	104	1	104	7.141E-69	222
d4b0ma_	d4b0ed_	0.997	105	0	0	18	122	1	105	9.003E-69	224
d2yu1a_	d3ptrb_	0.459	283	145	0	19	301	26	294	2.018E-68	237
d1hxia_	d3cv0a1	0.931	112	8	0	1	112	3	114	2.725E-68	221
d1ajoa_	d1gbga_	0.853	126	18	0	87	212	1	126	1.129E-67	225
d4zhwa_	d4zhva_	0.939	110	7	0	1	110	29	138	1.200E-67	219
d1a87a_	d1colb_	0.605	192	75	0	100	290	2	193	2.105E-67	228
d7jwna3	d4hgmb3	0.999	104	0	0	1	104	1	104	5.345E-67	222
d4zhva_	d4zhwa_	0.937	110	7	0	29	138	1	110	6.596E-67	218
d1s70a_	d6tz6a_	0.469	263	132	0	41	290	55	317	1.160E-66	227
d1gbga_	d1ajoa_	0.842	126	20	0	1	126	87	212	1.526E-66	222
d1e2ra1	d1qksa1	0.997	100	0	0	1	100	28	127	8.424E-66	213
d1iipa1	d1ihga1	0.979	102	2	0	1	102	1	102	9.295E-66	213
d1nz6b_	d1n4ca1	1.000	99	0	0	1	99	80	178	1.100E-65	213
d1s70a_	d4or9a_	0.429	292	163	0	4	290	33	324	1.416E-65	224
d1qksa1	d1e2ra1	1.000	100	0	0	28	127	1	100	1.655E-65	214
d1vkaa1	d1v5ka1	0.993	100	1	0	16	115	3	102	7.080E-65	212
d2v6ia1	d2bhrb2	0.769	134	31	0	1	134	16	149	8.158E-65	212
d1v5ka1	d1vkaa1	0.985	100	1	0	3	102	16	115	8.495E-65	210
d1tkna_	d4yn0b_	0.905	110	10	0	1	110	80	189	1.256E-64	210
d1ihga1	d1iipa1	0.981	102	2	0	1	102	1	102	1.587E-64	213
d6tz6a_	d1s70a_	0.462	263	134	0	55	317	41	290	3.168E-64	222
d2pqra_	d2pqna_	0.995	98	0	0	1	98	2	99	3.390E-64	208
d3cf0j_	d1lv7a_	0.510	228	111	0	11	238	8	234	4.479E-64	219
d1lv7a_	d3cf0j_	0.505	228	112	0	8	234	11	238	5.149E-64	216
d3cv0a1	d1hxia_	0.927	112	8	0	3	114	1	112	5.199E-64	220
d3se5c_	d6ep2k1	0.694	150	46	0	6	155	22	171	7.652E-64	211
d2pqna_	d2pqra_	0.993	98	1	0	2	99	1	98	1.804E-63	208
d1n4ca1	d1nz6b_	0.994	99	1	0	80	178	1	99	2.958E-63	210
g1qhh.1	d1uaaa1	0.425	303	173	0	12	312	2	304	3.275E-63	228
d6uqee1	d2p65a_	0.598	183	73	0	1	182	3	185	3.971E-63	214
d2p65a_	d6uqee1	0.587	183	75	0	3	185	1	182	5.522E-63	210
d1h8gb_	d4iwta_	1.000	94	0	0	1	94	53	146	9.008E-63	204
d4yn0b_	d1tkna_	0.904	110	10	0	80	189	1	110	1.154E-62	210
d2v8oa2	d2bhrb2	0.657	163	56	0	1	163	150	312	1.250E-62	214
d6ep2k1	d3se5c_	0.688	150	46	0	22	171	6	155	2.725E-62	209
d4iwta_	d1h8gb_	1.000	94	0	0	53	146	1	94	4.200E-62	205
d4or9a_	d1s70a_	0.465	259	131	0	66	324	45	290	4.393E-62	220
d2bhrb2	d2v6ia1	0.772	134	30	0	16	149	1	134	5.348E-62	213
d1r3ic_	d1f6ga_	0.922	103	8	0	1	103	22	124	1.282E-61	201
d2bhrb2	d2v8oa2	0.651	163	57	0	150	312	1	163	1.365E-61	212
d1h2vz_	d1h2ux_	1.000	93	0	0	1	93	30	122	2.024E-61	200
d2lc7a_	d2lc6a1	0.938	100	6	0	1	100	27	126	5.378E-61	199
d2lc6a1	d2lc7a_	0.938	100	6	0	27	126	1	100	1.882E-60	199
d1f6ga_	d1r3ic_	0.920	103	8	0	22	124	1	103	2.562E-60	201
